测试套/软件包名,测试用例名,状态,日志文件,原因,x86 日志文件,x86 原因
xmvn_3.0.0-24,oe_test_xmvn_base_mvn-local_06,fail,./riscv/logs_failed/xmvn_3.0.0-24/oe_test_xmvn_base_mvn-local_06/2023-06-25-16_06_55.log,"file missing
",,
xmvn_3.0.0-24,oe_test_xmvn_base_mvn-local_03,fail,./riscv/logs_failed/xmvn_3.0.0-24/oe_test_xmvn_base_mvn-local_03/2023-06-25-14_51_47.log,"timeout
",,
lighttpd_1.4.53,oe_test_lighttpd_1.4.53_service_lighttpd,x86 fail,./riscv/logs_failed/lighttpd_1.4.53/oe_test_lighttpd_1.4.53_service_lighttpd/2023-06-25-16_49_17.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",./x86/logs_failed/lighttpd_1.4.53/oe_test_lighttpd_1.4.53_service_lighttpd/2023-06-28-14_02_44.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
"
luajit,oe_test_luajit_print,success,./riscv/logs/luajit/oe_test_luajit_print/2023-06-25-17_43_52.log,,,
etmemd,oe_test_etmemd_001,x86 fail,./riscv/logs_failed/etmemd/oe_test_etmemd_001/2023-06-25-17_20_31.log,unknown,./x86/logs_failed/etmemd/oe_test_etmemd_001/2023-06-28-14_04_31.log,unknown
atd,oe_test_service_atd,success,./riscv/logs/atd/oe_test_service_atd/2023-06-25-17_16_21.log,,,
fetch-crl,oe_test_fetch_crl_03,success,./riscv/logs/fetch-crl/oe_test_fetch_crl_03/2023-06-25-15_55_14.log,,,
fetch-crl,oe_test_fetch_crl_02,success,./riscv/logs/fetch-crl/oe_test_fetch_crl_02/2023-06-25-15_52_27.log,,,
fetch-crl,oe_test_clean-crl,success,./riscv/logs/fetch-crl/oe_test_clean-crl/2023-06-25-15_44_22.log,,,
fetch-crl,oe_test_fetch_crl_01,success,./riscv/logs/fetch-crl/oe_test_fetch_crl_01/2023-06-25-15_49_25.log,,,
fetch-crl,oe_test_fetch_crl_service,fail,./riscv/logs_failed/fetch-crl/oe_test_fetch_crl_service/2023-06-25-15_47_02.log,unknown,,
dnssec-triggerd,oe_test_dnssec-trigger-control_03,x86 fail,./riscv/logs_failed/dnssec-triggerd/oe_test_dnssec-trigger-control_03/2023-06-25-15_38_42.log,"file missing
",./x86/logs_failed/dnssec-triggerd/oe_test_dnssec-trigger-control_03/2023-06-28-14_08_05.log,"file missing
"
dnssec-triggerd,oe_test_dnssec-trigger-control_04,x86 fail,./riscv/logs_failed/dnssec-triggerd/oe_test_dnssec-trigger-control_04/2023-06-25-15_40_30.log,"file missing
",./x86/logs_failed/dnssec-triggerd/oe_test_dnssec-trigger-control_04/2023-06-28-14_08_34.log,"file missing
"
dnssec-triggerd,oe_test_dnssec-trigger-control-setup,x86 fail,./riscv/logs_failed/dnssec-triggerd/oe_test_dnssec-trigger-control-setup/2023-06-25-15_33_13.log,"file missing
",./x86/logs_failed/dnssec-triggerd/oe_test_dnssec-trigger-control-setup/2023-06-28-14_06_54.log,"file missing
"
dnssec-triggerd,oe_test_dnssec-triggerd,x86 fail,./riscv/logs_failed/dnssec-triggerd/oe_test_dnssec-triggerd/2023-06-25-15_29_08.log,"file missing
",./x86/logs_failed/dnssec-triggerd/oe_test_dnssec-triggerd/2023-06-28-14_05_57.log,"file missing
"
dnssec-triggerd,oe_test_dnssec-trigger-control_01,x86 fail,./riscv/logs_failed/dnssec-triggerd/oe_test_dnssec-trigger-control_01/2023-06-25-15_34_59.log,"file missing
",./x86/logs_failed/dnssec-triggerd/oe_test_dnssec-trigger-control_01/2023-06-28-14_07_02.log,"file missing
"
dnssec-triggerd,oe_test_dnssec-trigger-control_02,x86 fail,./riscv/logs_failed/dnssec-triggerd/oe_test_dnssec-trigger-control_02/2023-06-25-15_37_13.log,"file missing
",./x86/logs_failed/dnssec-triggerd/oe_test_dnssec-trigger-control_02/2023-06-28-14_07_50.log,"file missing
"
libgeotiff_20.03,oe_test_libgeotiff,x86 fail,./riscv/logs_failed/libgeotiff_20.03/oe_test_libgeotiff/2023-06-25-17_39_58.log,"file missing
",./x86/logs_failed/libgeotiff_20.03/oe_test_libgeotiff/2023-06-28-14_07_31.log,"file missing
"
embedded_third_party_packages_test,oe_test_busybox_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_busybox_test_001/2023-06-25-14_09_10.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_busybox_test_001/2023-06-28-14_09_01.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_elfutils_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_elfutils_test_001/2023-06-25-14_11_38.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_elfutils_test_001/2023-06-28-14_09_04.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_procps_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_procps_test_001/2023-06-25-14_11_50.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_procps_test_001/2023-06-28-14_09_04.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_libpcap_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_libpcap_test_001/2023-06-25-14_12_15.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_libpcap_test_001/2023-06-28-14_09_04.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_libffi_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_libffi_test_001/2023-06-25-14_10_26.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_libffi_test_001/2023-06-28-14_09_02.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_pam_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_pam_test_001/2023-06-25-14_11_03.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_pam_test_001/2023-06-28-14_09_03.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_e2fsprogs_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_e2fsprogs_test_001/2023-06-25-14_09_49.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_e2fsprogs_test_001/2023-06-28-14_09_01.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_shadow_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_shadow_test_001/2023-06-25-14_10_50.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_shadow_test_001/2023-06-28-14_09_03.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_popt_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_popt_test_001/2023-06-25-14_11_15.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_popt_test_001/2023-06-28-14_09_03.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_dosfstools_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_dosfstools_test_001/2023-06-25-14_09_36.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_dosfstools_test_001/2023-06-28-14_09_01.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_ncurses_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_ncurses_test_001/2023-06-25-14_12_03.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_ncurses_test_001/2023-06-28-14_09_04.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_util-linux_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_util-linux_test_001/2023-06-25-14_11_26.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_util-linux_test_001/2023-06-28-14_09_03.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_json-c_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_json-c_test_001/2023-06-25-14_09_24.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_json-c_test_001/2023-06-28-14_09_01.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_libcap_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_libcap_test_001/2023-06-25-14_10_38.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_libcap_test_001/2023-06-28-14_09_02.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_zlib_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_zlib_test_001/2023-06-25-14_12_37.log,"preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_zlib_test_001/2023-06-28-14_09_05.log,"preinstall absent
"
embedded_third_party_packages_test,oe_test_nfs-utils_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_nfs-utils_test_001/2023-06-25-14_10_13.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_nfs-utils_test_001/2023-06-28-14_09_02.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_logrotate_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_logrotate_test_001/2023-06-25-14_10_01.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_logrotate_test_001/2023-06-28-14_09_02.log,"Broken testcase
preinstall absent
"
embedded_third_party_packages_test,oe_test_less_test_001,x86 fail,./riscv/logs_failed/embedded_third_party_packages_test/oe_test_less_test_001/2023-06-25-14_12_27.log,"Broken testcase
preinstall absent
",./x86/logs_failed/embedded_third_party_packages_test/oe_test_less_test_001/2023-06-28-14_09_05.log,"Broken testcase
preinstall absent
"
python-keyring_13.2.1,oe_test_keyring,success,./riscv/logs/python-keyring_13.2.1/oe_test_keyring/2023-06-25-16_54_45.log,,,
python-keyring_13.2.1,oe_test_keyring-python3,x86 fail,./riscv/logs_failed/python-keyring_13.2.1/oe_test_keyring-python3/2023-06-25-16_57_47.log,"file missing
",./x86/logs_failed/python-keyring_13.2.1/oe_test_keyring-python3/2023-06-28-14_10_20.log,"file missing
"
robotframework,oe_test_robotframework_libdoc,success,./riscv/logs/robotframework/oe_test_robotframework_libdoc/2023-06-25-14_55_36.log,,,
robotframework,oe_test_robotframework_rebot_01,success,./riscv/logs/robotframework/oe_test_robotframework_rebot_01/2023-06-25-14_58_10.log,,,
robotframework,oe_test_robotframework_robot_01,success,./riscv/logs/robotframework/oe_test_robotframework_robot_01/2023-06-25-15_06_22.log,,,
robotframework,oe_test_robotframework_robot_02,success,./riscv/logs/robotframework/oe_test_robotframework_robot_02/2023-06-25-15_09_26.log,,,
robotframework,oe_test_robotframework_robot_04,success,./riscv/logs/robotframework/oe_test_robotframework_robot_04/2023-06-25-15_14_50.log,,,
robotframework,oe_test_robotframework_rebot_02,success,./riscv/logs/robotframework/oe_test_robotframework_rebot_02/2023-06-25-15_01_03.log,,,
robotframework,oe_test_robotframework_robot_03,success,./riscv/logs/robotframework/oe_test_robotframework_robot_03/2023-06-25-15_12_20.log,,,
robotframework,oe_test_robotframework_rebot_03,success,./riscv/logs/robotframework/oe_test_robotframework_rebot_03/2023-06-25-15_03_50.log,,,
robotframework,oe_test_robotframework_run,x86 fail,./riscv/logs_failed/robotframework/oe_test_robotframework_run/2023-06-25-15_16_42.log,"timeout
",./x86/logs_failed/robotframework/oe_test_robotframework_run/2023-06-28-14_11_26.log,"file missing
"
struts,oe_test_struts_001,x86 fail,./riscv/logs_failed/struts/oe_test_struts_001/2023-06-25-17_55_02.log,unknown,./x86/logs_failed/struts/oe_test_struts_001/2023-06-28-14_11_47.log,"file missing
"
ocaml-22.03,oe_test_ocaml_ocaml,success,./riscv/logs/ocaml-22.03/oe_test_ocaml_ocaml/2023-06-25-12_15_27.log,,,
ocaml-22.03,oe_test_ocaml_ocamlc_01,success,./riscv/logs/ocaml-22.03/oe_test_ocaml_ocamlc_01/2023-06-25-12_20_27.log,,,
pcre2,oe_test_pcre2grep,success,./riscv/logs/pcre2/oe_test_pcre2grep/2023-06-25-17_47_27.log,,,
wavpack,oe_test_wavpack,success,./riscv/logs/wavpack/oe_test_wavpack/2023-06-25-18_01_10.log,,,
jgit,oe_test_jgit_03,fail,./riscv/logs_failed/jgit/oe_test_jgit_03/2023-06-25-16_26_08.log,"file missing
",,
jgit,oe_test_jgit_01,fail,./riscv/logs_failed/jgit/oe_test_jgit_01/2023-06-25-16_22_31.log,"file missing
",,
jgit,oe_test_jgit_02,fail,./riscv/logs_failed/jgit/oe_test_jgit_02/2023-06-25-16_24_32.log,"file missing
",,
whois,oe_test_whois_01,success,./riscv/logs/whois/oe_test_whois_01/2023-06-25-16_40_04.log,,,
whois,oe_test_whois_02,success,./riscv/logs/whois/oe_test_whois_02/2023-06-25-16_42_06.log,,,
whois,oe_test_whois_03,x86 fail,./riscv/logs_failed/whois/oe_test_whois_03/2023-06-25-16_44_16.log,unknown,./x86/logs_failed/whois/oe_test_whois_03/2023-06-28-14_15_05.log,unknown
pyyaml,oe_test_pyyaml,x86 fail,./riscv/logs_failed/pyyaml/oe_test_pyyaml/2023-06-25-17_51_16.log,unknown,./x86/logs_failed/pyyaml/oe_test_pyyaml/2023-06-28-14_16_44.log,unknown
smoke-basic-os,oe_test_llvm,success,./riscv/logs/smoke-basic-os/oe_test_llvm/2023-06-25-18_44_48.log,,,
smoke-basic-os,oe_test_aide_compare_database,success,./riscv/logs/smoke-basic-os/oe_test_aide_compare_database/2023-06-25-18_50_53.log,,,
smoke-basic-os,oe_test_wc,success,./riscv/logs/smoke-basic-os/oe_test_wc/2023-06-25-18_39_15.log,,,
smoke-basic-os,oe_test_chmod_001,success,./riscv/logs/smoke-basic-os/oe_test_chmod_001/2023-06-25-17_08_29.log,,,
smoke-basic-os,oe_test_lsscsi,success,./riscv/logs/smoke-basic-os/oe_test_lsscsi/2023-06-25-18_06_50.log,,,
smoke-basic-os,oe_test_ndctl,success,./riscv/logs/smoke-basic-os/oe_test_ndctl/2023-06-25-18_11_03.log,,,
smoke-basic-os,oe_test_syslog_journald_001,success,./riscv/logs/smoke-basic-os/oe_test_syslog_journald_001/2023-06-25-18_33_44.log,,,
smoke-basic-os,oe_test_cmp,success,./riscv/logs/smoke-basic-os/oe_test_cmp/2023-06-25-18_43_38.log,,,
smoke-basic-os,oe_test_nfs,success,./riscv/logs/smoke-basic-os/oe_test_nfs/2023-06-25-18_13_16.log,,,
smoke-basic-os,oe_test_lzo,success,./riscv/logs/smoke-basic-os/oe_test_lzo/2023-06-25-18_08_03.log,,,
smoke-basic-os,oe_test_cifsclient,success,./riscv/logs/smoke-basic-os/oe_test_cifsclient/systemctl_for_2023-06-25-19_28_42.log,,,
smoke-basic-os,oe_test_basic_ssh_001,success,./riscv/logs/smoke-basic-os/oe_test_basic_ssh_001/2023-06-25-17_07_05.log,,,
smoke-basic-os,oe_test_grep_001,success,./riscv/logs/smoke-basic-os/oe_test_grep_001/2023-06-25-17_51_42.log,,,
smoke-basic-os,oe_test_mv_001,success,./riscv/logs/smoke-basic-os/oe_test_mv_001/2023-06-25-18_10_47.log,,,
smoke-basic-os,oe_test_user_001,success,./riscv/logs/smoke-basic-os/oe_test_user_001/2023-06-25-18_36_21.log,,,
smoke-basic-os,oe_test_atd,success,./riscv/logs/smoke-basic-os/oe_test_atd/2023-06-25-19_22_15.log,,,
smoke-basic-os,oe_test_umask_002,success,./riscv/logs/smoke-basic-os/oe_test_umask_002/2023-06-25-18_44_09.log,,,
smoke-basic-os,oe_test_tar_001,success,./riscv/logs/smoke-basic-os/oe_test_tar_001/2023-06-25-18_34_21.log,,,
